Summary Results Report,,,,,,,,,OFFICIAL RESULTS
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,,,,CACHE COUNTY
AMA,,,,,,,,,
STATISTICS,,,,,,,,,
,TOTAL,Mail,Provisional,,,,,,
Contest Totals,111,,108,3,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
COR,,,,,,,,,
CACHE COUNTY BOARD OF EDUCATION DISTRICT #7,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
TERI RHODES,79,100.00%,78,1,,,,,
Total Votes Cast,79,100.00%,78,1,,,,,
Contest Totals,111,,108,3,,,,,
CACHE WATER BOARD AT-LARGE,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
KIRT LINDLEY,39,45.88%,38,1,,,,,
BRETT ROPER,46,54.12%,44,2,,,,,
Total Votes Cast,85,100.00%,82,3,,,,,
Contest Totals,111,,108,3,,,,,
JUSTICE OF UTAH SUPREME COURT CONSTANDINOS (DENO) HIMONAS,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,73,,83.91%,72,,,1,,
NO,14,,16.09%,14,,,0,,
Total Votes Cast,87,,100.00%,86,,,1,,
Contest Totals,111,,,108,,,3,,
JUDGE OF THE COURT OF APPEALS MARY KATE A. TOOMEY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,73,,84.88%,72,,,1,,
NO,13,,15.12%,13,,,0,,
Total Votes Cast,86,,100.00%,85,,,1,,
Contest Totals,111,,,108,,,3,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
COR,,,,,,,,,
JUDGE OF THE JUVENILE COURT OF THE FIRST DISTRICT ANGELA F. FONNESBECK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,75,,86.21%,74,,,1,,
NO,12,,13.79%,12,,,0,,
Total Votes Cast,87,,100.00%,86,,,1,,
Contest Totals,111,,,108,,,3,,
JUDGE OF THE FIRST DISTRICT KEVIN K. ALLEN,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,72,,80.90%,71,,,1,,
NO,17,,19.10%,17,,,0,,
Total Votes Cast,89,,100.00%,88,,,1,,
Contest Totals,111,,,108,,,3,,
JUDGE OF THE FIRST DISTRICT BRANDON J. MAYNARD,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,74,,86.05%,73,,,1,,
NO,12,,13.95%,12,,,0,,
Total Votes Cast,86,,100.00%,85,,,1,,
Contest Totals,111,,,108,,,3,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
COR,,,,,,,,,
JUDGE RICHMOND COURT MATTHEW C. FUNK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,72,,83.72%,71,,,1,,
NO,14,,16.28%,14,,,0,,
Total Votes Cast,86,,100.00%,85,,,1,,
Contest Totals,111,,,108,,,3,,
CONSTITUTIONAL AMENDMENT A,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,75,,72.82%,74,,,1,,
AGAINST,28,,27.18%,26,,,2,,
Total Votes Cast,103,,100.00%,100,,,3,,
Contest Totals,111,,,108,,,3,,
CONSTITUTIONAL AMENDMENT B,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,31,,29.25%,29,,,2,,
AGAINST,75,,70.75%,74,,,1,,
Total Votes Cast,106,,100.00%,103,,,3,,
Contest Totals,111,,,108,,,3,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
COR,,,,,,,,,
CONSTITUTIONAL AMENDMENT C,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,64,,62.75%,64,,,0,,
AGAINST,38,,37.25%,35,,,3,,
Total Votes Cast,102,,100.00%,99,,,3,,
Contest Totals,111,,,108,,,3,,
NONBINDING OPINION QUESTION #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,18,,16.36%,17,,,1,,
AGAINST,92,,83.64%,90,,,2,,
Total Votes Cast,110,,100.00%,107,,,3,,
Contest Totals,111,,,108,,,3,,
PROPOSITION #2,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,44,,40.00%,43,,,1,,
AGAINST,66,,60.00%,64,,,2,,
Total Votes Cast,110,,100.00%,107,,,3,,
Contest Totals,111,,,108,,,3,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
COR,,,,,,,,,
PROPOSITION #3,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,40,,36.70%,40,,,0,,
AGAINST,69,,63.30%,66,,,3,,
Total Votes Cast,109,,100.00%,106,,,3,,
Contest Totals,111,,,108,,,3,,
PROPOSITION #4,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,32,,30.19%,32,,,0,,
AGAINST,74,,69.81%,71,,,3,,
Total Votes Cast,106,,100.00%,103,,,3,,
Contest Totals,111,,,108,,,3,,
Summary Results Report,,,,,,,,,OFFICIAL RESULTS
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,,,,CACHE COUNTY
COV,,,,,,,,,
STATISTICS,,,,,,,,,
,TOTAL,Mail,Provisional,,,,,,
Registered Voters,305,,,,,,,,
Ballots Cast,234,221,13,,,,,,
Voter Turnout,76.72%,,,,,,,,
STRAIGHT PARTY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
CONSTITUTION,0,0.00%,0,0,,,,,
DEMOCRATIC,12,18.18%,10,2,,,,,
GREEN,0,0.00%,0,0,,,,,
INDEPENDENT AMERICAN,2,3.03%,2,0,,,,,
LIBERTARIAN,0,0.00%,0,0,,,,,
REPUBLICAN,52,78.79%,46,6,,,,,
UNITED UTAH,0,0.00%,0,0,,,,,
Total Votes Cast,66,100.00%,58,8,,,,,
Contest Totals,234,,221,13,,,,,
U.S. SENATE,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
TIM AALDERS (CON),11,4.78%,11,0,,,,,
CRAIG R. BOWDEN (LIB),8,3.48%,7,1,,,,,
REED C. MCCANDLESS (IAP),5,2.17%,5,0,,,,,
JENNY WILSON (DEM),24,10.43%,22,2,,,,,
MITT ROMNEY (REP),180,78.26%,172,8,,,,,
WRITE-IN,2,0.87%,2,0,,,,,
Total Votes Cast,230,100.00%,219,11,,,,,
Contest Totals,234,,221,13,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
COV,,,,,,,,,
U.S. REPRESENTATIVE DISTRICT #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
LEE CASTILLO (DEM),25,10.92%,23,2,,,,,
ROB BISHOP (REP),186,81.22%,176,10,,,,,
ERIC ELIASON (UUP),17,7.42%,17,0,,,,,
ADAM DAVIS (GRN),1,0.44%,1,0,,,,,
Total Votes Cast,229,100.00%,217,12,,,,,
Contest Totals,234,,221,13,,,,,
STATE REPRESENTATIVE DISTRICT #3,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
MARILYN MECHAM (DEM),31,13.72%,29,2,,,,,
VAL K. POTTER (REP),195,86.28%,186,9,,,,,
Total Votes Cast,226,100.00%,215,11,,,,,
Contest Totals,234,,221,13,,,,,
STATE BOARD OF EDUCATION DISTRICT #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JENNIE L. EARL,95,55.56%,89,6,,,,,
TERRYL WARNER,76,44.44%,72,4,,,,,
Total Votes Cast,171,100.00%,161,10,,,,,
Contest Totals,234,,221,13,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
COV,,,,,,,,,
CACHE COUNTY EXECUTIVE/SURVEYOR,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
CRAIG W. BUTTARS (REP),198,100.00%,187,11,,,,,
Total Votes Cast,198,100.00%,187,11,,,,,
Contest Totals,234,,221,13,,,,,
CACHE COUNTY ATTORNEY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JAMES M. SWINK (REP),195,100.00%,184,11,,,,,
Total Votes Cast,195,100.00%,184,11,,,,,
Contest Totals,234,,221,13,,,,,
CACHE COUNTY CLERK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JILL N. ZOLLINGER (REP),188,100.00%,177,11,,,,,
Total Votes Cast,188,100.00%,177,11,,,,,
Contest Totals,234,,221,13,,,,,
CACHE COUNTY SHERIFF,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
D. CHAD JENSEN (REP),201,100.00%,190,11,,,,,
Total Votes Cast,201,100.00%,190,11,,,,,
Contest Totals,234,,221,13,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
COV,,,,,,,,,
CACHE COUNTY BOARD OF EDUCATION DISTRICT #7,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
TERI RHODES,160,100.00%,150,10,,,,,
Total Votes Cast,160,100.00%,150,10,,,,,
Contest Totals,234,,221,13,,,,,
CACHE WATER BOARD AT-LARGE,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
KIRT LINDLEY,106,62.72%,100,6,,,,,
BRETT ROPER,63,37.28%,60,3,,,,,
Total Votes Cast,169,100.00%,160,9,,,,,
Contest Totals,234,,221,13,,,,,
JUSTICE OF UTAH SUPREME COURT CONSTANDINOS (DENO) HIMONAS,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,167,,86.08%,158,,,9,,
NO,27,,13.92%,25,,,2,,
Total Votes Cast,194,,100.00%,183,,,11,,
Contest Totals,234,,,221,,,13,,
JUDGE OF THE COURT OF APPEALS MARY KATE A. TOOMEY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,165,,85.94%,154,,,11,,
NO,27,,14.06%,27,,,0,,
Total Votes Cast,192,,100.00%,181,,,11,,
Contest Totals,234,,,221,,,13,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
COV,,,,,,,,,
JUDGE OF THE JUVENILE COURT OF THE FIRST DISTRICT ANGELA F. FONNESBECK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,186,,92.08%,175,,,11,,
NO,16,,7.92%,16,,,0,,
Total Votes Cast,202,,100.00%,191,,,11,,
Contest Totals,234,,,221,,,13,,
JUDGE OF THE FIRST DISTRICT KEVIN K. ALLEN,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,171,,84.65%,162,,,9,,
NO,31,,15.35%,30,,,1,,
Total Votes Cast,202,,100.00%,192,,,10,,
Contest Totals,234,,,221,,,13,,
JUDGE OF THE FIRST DISTRICT BRANDON J. MAYNARD,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,171,,87.69%,161,,,10,,
NO,24,,12.31%,24,,,0,,
Total Votes Cast,195,,100.00%,185,,,10,,
Contest Totals,234,,,221,,,13,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
COV,,,,,,,,,
JUDGE RICHMOND COURT MATTHEW C. FUNK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,156,,76.47%,147,,,9,,
NO,48,,23.53%,46,,,2,,
Total Votes Cast,204,,100.00%,193,,,11,,
Contest Totals,234,,,221,,,13,,
CONSTITUTIONAL AMENDMENT A,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,155,,71.10%,146,,,9,,
AGAINST,63,,28.90%,59,,,4,,
Total Votes Cast,218,,100.00%,205,,,13,,
Contest Totals,234,,,221,,,13,,
CONSTITUTIONAL AMENDMENT B,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,54,,24.55%,53,,,1,,
AGAINST,166,,75.45%,154,,,12,,
Total Votes Cast,220,,100.00%,207,,,13,,
Contest Totals,234,,,221,,,13,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
COV,,,,,,,,,
CONSTITUTIONAL AMENDMENT C,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,136,,61.54%,131,,,5,,
AGAINST,85,,38.46%,77,,,8,,
Total Votes Cast,221,,100.00%,208,,,13,,
Contest Totals,234,,,221,,,13,,
NONBINDING OPINION QUESTION #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,60,,26.09%,58,,,2,,
AGAINST,170,,73.91%,159,,,11,,
Total Votes Cast,230,,100.00%,217,,,13,,
Contest Totals,234,,,221,,,13,,
PROPOSITION #2,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,59,,25.88%,56,,,3,,
AGAINST,169,,74.12%,159,,,10,,
Total Votes Cast,228,,100.00%,215,,,13,,
Contest Totals,234,,,221,,,13,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
COV,,,,,,,,,
PROPOSITION #3,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,88,,39.64%,84,,,4,,
AGAINST,134,,60.36%,125,,,9,,
Total Votes Cast,222,,100.00%,209,,,13,,
Contest Totals,234,,,221,,,13,,
PROPOSITION #4,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,,,,,Provisional,
FOR,72,33.80%,,65,,,7,,
AGAINST,141,66.20%,,135,,,6,,
Total Votes Cast,213,100.00%,,200,,,13,,
Contest Totals,234,,,221,,,13,,
Summary Results Report,,,,,,,,,OFFICIAL RESULTS
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,,,,CACHE COUNTY
CY,,,,,,,,,
STATISTICS,,,,,,,,,
,TOTAL,Mail,Provisional,,,,,,
Registered Voters,503,,,,,,,,
Ballots Cast,393,369,24,,,,,,
Voter Turnout,78.13%,,,,,,,,
STRAIGHT PARTY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
CONSTITUTION,0,0.00%,0,0,,,,,
DEMOCRATIC,17,15.04%,13,4,,,,,
GREEN,0,0.00%,0,0,,,,,
INDEPENDENT AMERICAN,7,6.19%,6,1,,,,,
LIBERTARIAN,2,1.77%,2,0,,,,,
REPUBLICAN,87,76.99%,78,9,,,,,
UNITED UTAH,0,0.00%,0,0,,,,,
Total Votes Cast,113,100.00%,99,14,,,,,
Contest Totals,393,,369,24,,,,,
U.S. SENATE,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
TIM AALDERS (CON),13,3.35%,13,0,,,,,
CRAIG R. BOWDEN (LIB),15,3.87%,13,2,,,,,
REED C. MCCANDLESS (IAP),0,0.00%,0,0,,,,,
JENNY WILSON (DEM),42,10.82%,38,4,,,,,
MITT ROMNEY (REP),316,81.44%,298,18,,,,,
WRITE-IN,2,0.52%,2,0,,,,,
Total Votes Cast,388,100.00%,364,24,,,,,
Contest Totals,393,,369,24,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
CY,,,,,,,,,
U.S. REPRESENTATIVE DISTRICT #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
LEE CASTILLO (DEM),45,11.87%,41,4,,,,,
ROB BISHOP (REP),297,78.36%,278,19,,,,,
ERIC ELIASON (UUP),37,9.76%,36,1,,,,,
ADAM DAVIS (GRN),0,0.00%,0,0,,,,,
Total Votes Cast,379,100.00%,355,24,,,,,
Contest Totals,393,,369,24,,,,,
STATE REPRESENTATIVE DISTRICT #5,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
KARINA ANDELIN BROWN (DEM),59,15.95%,55,4,,,,,
CASEY SNIDER (REP),311,84.05%,292,19,,,,,
Total Votes Cast,370,100.00%,347,23,,,,,
Contest Totals,393,,369,24,,,,,
STATE BOARD OF EDUCATION DISTRICT #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JENNIE L. EARL,140,51.85%,131,9,,,,,
TERRYL WARNER,130,48.15%,122,8,,,,,
Total Votes Cast,270,100.00%,253,17,,,,,
Contest Totals,393,,369,24,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
CY,,,,,,,,,
CACHE COUNTY EXECUTIVE/SURVEYOR,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
CRAIG W. BUTTARS (REP),318,100.00%,298,20,,,,,
Total Votes Cast,318,100.00%,298,20,,,,,
Contest Totals,393,,369,24,,,,,
CACHE COUNTY COUNCIL SE,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
REBECCA WINSTEAD (DEM),53,13.91%,49,4,,,,,
GORDON A. ZILLES (REP),328,86.09%,309,19,,,,,
Total Votes Cast,381,100.00%,358,23,,,,,
Contest Totals,393,,369,24,,,,,
CACHE COUNTY ATTORNEY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JAMES M. SWINK (REP),313,100.00%,293,20,,,,,
Total Votes Cast,313,100.00%,293,20,,,,,
Contest Totals,393,,369,24,,,,,
CACHE COUNTY CLERK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JILL N. ZOLLINGER (REP),316,100.00%,297,19,,,,,
Total Votes Cast,316,100.00%,297,19,,,,,
Contest Totals,393,,369,24,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
CY,,,,,,,,,
CACHE COUNTY SHERIFF,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
D. CHAD JENSEN (REP),307,100.00%,287,20,,,,,
Total Votes Cast,307,100.00%,287,20,,,,,
Contest Totals,393,,369,24,,,,,
CACHE WATER BOARD AT-LARGE,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
KIRT LINDLEY,171,57.38%,160,11,,,,,
BRETT ROPER,127,42.62%,118,9,,,,,
Total Votes Cast,298,100.00%,278,20,,,,,
Contest Totals,393,,369,24,,,,,
CACHE WATER BOARD SOUTHEAST,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
SHAUN DUSTIN,257,100.00%,241,16,,,,,
Total Votes Cast,257,100.00%,241,16,,,,,
Contest Totals,393,,369,24,,,,,
JUSTICE OF UTAH SUPREME COURT CONSTANDINOS (DENO) HIMONAS,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,256,,81.79%,242,,,14,,
NO,57,,18.21%,50,,,7,,
Total Votes Cast,313,,100.00%,292,,,21,,
Contest Totals,393,,,369,,,24,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
CY,,,,,,,,,
JUDGE OF THE COURT OF APPEALS MARY KATE A. TOOMEY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,262,,84.24%,248,,,14,,
NO,49,,15.76%,44,,,5,,
Total Votes Cast,311,,100.00%,292,,,19,,
Contest Totals,393,,,369,,,24,,
JUDGE OF THE JUVENILE COURT OF THE FIRST DISTRICT ANGELA F. FONNESBECK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,285,,88.51%,266,,,19,,
NO,37,,11.49%,35,,,2,,
Total Votes Cast,322,,100.00%,301,,,21,,
Contest Totals,393,,,369,,,24,,
JUDGE OF THE FIRST DISTRICT KEVIN K. ALLEN,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,285,,87.96%,267,,,18,,
NO,39,,12.04%,36,,,3,,
Total Votes Cast,324,,100.00%,303,,,21,,
Contest Totals,393,,,369,,,24,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
CY,,,,,,,,,
JUDGE OF THE FIRST DISTRICT BRANDON J. MAYNARD,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,269,,85.67%,253,,,16,,
NO,45,,14.33%,40,,,5,,
Total Votes Cast,314,,100.00%,293,,,21,,
Contest Totals,393,,,369,,,24,,
JUDGE RICHMOND COURT MATTHEW C. FUNK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,263,,84.57%,245,,,18,,
NO,48,,15.43%,45,,,3,,
Total Votes Cast,311,,100.00%,290,,,21,,
Contest Totals,393,,,369,,,24,,
CONSTITUTIONAL AMENDMENT A,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,274,,75.07%,259,,,15,,
AGAINST,91,,24.93%,85,,,6,,
Total Votes Cast,365,,100.00%,344,,,21,,
Contest Totals,393,,,369,,,24,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
CY,,,,,,,,,
CONSTITUTIONAL AMENDMENT B,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,119,,32.16%,111,,,8,,
AGAINST,251,,67.84%,237,,,14,,
Total Votes Cast,370,,100.00%,348,,,22,,
Contest Totals,393,,,369,,,24,,
CONSTITUTIONAL AMENDMENT C,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,234,,64.64%,219,,,15,,
AGAINST,128,,35.36%,121,,,7,,
Total Votes Cast,362,,100.00%,340,,,22,,
Contest Totals,393,,,369,,,24,,
NONBINDING OPINION QUESTION #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,100,,25.84%,96,,,4,,
AGAINST,287,,74.16%,269,,,18,,
Total Votes Cast,387,,100.00%,365,,,22,,
Contest Totals,393,,,369,,,24,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
CY,,,,,,,,,
PROPOSITION #2,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,128,,33.07%,117,,,11,,
AGAINST,259,,66.93%,247,,,12,,
Total Votes Cast,387,,100.00%,364,,,23,,
Contest Totals,393,,,369,,,24,,
PROPOSITION #3,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,166,,43.68%,155,,,11,,
AGAINST,214,,56.32%,202,,,12,,
Total Votes Cast,380,,100.00%,357,,,23,,
Contest Totals,393,,,369,,,24,,
PROPOSITION #4,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,139,,36.97%,129,,,10,,
AGAINST,237,,63.03%,224,,,13,,
Total Votes Cast,376,,100.00%,353,,,23,,
Contest Totals,393,,,369,,,24,,
Summary Results Report,,,,,,,,,OFFICIAL RESULTS
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,,,,CACHE COUNTY
HYD01,,,,,,,,,
STATISTICS,,,,,,,,,
,TOTAL,Mail,Provisional,,,,,,
Registered Voters,"1,389",,,,,,,,
Ballots Cast,"1,079","1,037",42,,,,,,
Voter Turnout,77.68%,,,,,,,,
STRAIGHT PARTY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
CONSTITUTION,1,0.42%,1,0,,,,,
DEMOCRATIC,36,15.06%,29,7,,,,,
GREEN,0,0.00%,0,0,,,,,
INDEPENDENT AMERICAN,12,5.02%,11,1,,,,,
LIBERTARIAN,4,1.67%,4,0,,,,,
REPUBLICAN,186,77.82%,173,13,,,,,
UNITED UTAH,0,0.00%,0,0,,,,,
Total Votes Cast,239,100.00%,218,21,,,,,
Contest Totals,"1,079",,"1,037",42,,,,,
U.S. SENATE,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
TIM AALDERS (CON),24,2.26%,22,2,,,,,
CRAIG R. BOWDEN (LIB),15,1.41%,15,0,,,,,
REED C. MCCANDLESS (IAP),2,0.19%,2,0,,,,,
JENNY WILSON (DEM),142,13.38%,132,10,,,,,
MITT ROMNEY (REP),875,82.47%,846,29,,,,,
WRITE-IN,3,0.28%,3,0,,,,,
Total Votes Cast,"1,061",100.00%,"1,020",41,,,,,
Contest Totals,"1,079",,"1,037",42,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
HYD01,,,,,,,,,
U.S. REPRESENTATIVE DISTRICT #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
