Summary Results Report,,,,,,,,,OFFICIAL RESULTS
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,,,,CACHE COUNTY
AMA,,,,,,,,,
STATISTICS,,,,,,,,,
,TOTAL,Mail,Provisional,,,,,,
JUDGE OF THE FIRST DISTRICT BRANDON J. MAYNARD,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,473,,88.74%,457,,,16,,
NO,60,,11.26%,56,,,4,,
Total Votes Cast,533,,100.00%,513,,,20,,
Contest Totals,681,,,651,,,30,,
JUDGE RICHMOND COURT MATTHEW C. FUNK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,465,,86.75%,449,,,16,,
NO,71,,13.25%,67,,,4,,
Total Votes Cast,536,,100.00%,516,,,20,,
Contest Totals,681,,,651,,,30,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
LOG13,,,,,,,,,
CONSTITUTIONAL AMENDMENT A,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,543,,84.58%,518,,,25,,
AGAINST,99,,15.42%,96,,,3,,
Total Votes Cast,642,,100.00%,614,,,28,,
Contest Totals,681,,,651,,,30,,
CONSTITUTIONAL AMENDMENT B,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,181,,28.73%,171,,,10,,
AGAINST,449,,71.27%,431,,,18,,
Total Votes Cast,630,,100.00%,602,,,28,,
Contest Totals,681,,,651,,,30,,
CONSTITUTIONAL AMENDMENT C,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,374,,59.18%,360,,,14,,
AGAINST,258,,40.82%,246,,,12,,
Total Votes Cast,632,,100.00%,606,,,26,,
Contest Totals,681,,,651,,,30,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
LOG13,,,,,,,,,
NONBINDING OPINION QUESTION #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,327,,49.17%,312,,,15,,
AGAINST,338,,50.83%,324,,,14,,
Total Votes Cast,665,,100.00%,636,,,29,,
Contest Totals,681,,,651,,,30,,
PROPOSITION #2,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,344,,51.42%,326,,,18,,
AGAINST,325,,48.58%,313,,,12,,
Total Votes Cast,669,,100.00%,639,,,30,,
Contest Totals,681,,,651,,,30,,
PROPOSITION #3,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,419,,63.39%,401,,,18,,
AGAINST,242,,36.61%,231,,,11,,
Total Votes Cast,661,,100.00%,632,,,29,,
Contest Totals,681,,,651,,,30,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
LOG13,,,,,,,,,
PROPOSITION #4,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,382,,59.41%,364,,,18,,
AGAINST,261,,40.59%,251,,,10,,
Total Votes Cast,643,,100.00%,615,,,28,,
Contest Totals,681,,,651,,,30,,
Summary Results Report,,,,,,,,,OFFICIAL RESULTS
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,,,,CACHE COUNTY
LOG14,,,,,,,,,
STATISTICS,,,,,,,,,
,TOTAL,Mail,Provisional,,,,,,
Registered Voters,542,,,,,,,,
Ballots Cast,433,388,45,,,,,,
Voter Turnout,79.89%,,,,,,,,
STRAIGHT PARTY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
CONSTITUTION,0,0.00%,0,0,,,,,
DEMOCRATIC,33,28.95%,23,10,,,,,
GREEN,3,2.63%,2,1,,,,,
INDEPENDENT AMERICAN,9,7.89%,5,4,,,,,
LIBERTARIAN,1,0.88%,1,0,,,,,
REPUBLICAN,67,58.77%,61,6,,,,,
UNITED UTAH,1,0.88%,1,0,,,,,
Total Votes Cast,114,100.00%,93,21,,,,,
Contest Totals,433,,388,45,,,,,
U.S. SENATE,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
TIM AALDERS (CON),4,0.95%,2,2,,,,,
CRAIG R. BOWDEN (LIB),10,2.36%,8,2,,,,,
REED C. MCCANDLESS (IAP),0,0.00%,0,0,,,,,
JENNY WILSON (DEM),178,42.08%,157,21,,,,,
MITT ROMNEY (REP),230,54.37%,211,19,,,,,
WRITE-IN,1,0.24%,1,0,,,,,
Total Votes Cast,423,100.00%,379,44,,,,,
Contest Totals,433,,388,45,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
LOG14,,,,,,,,,
U.S. REPRESENTATIVE DISTRICT #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
LEE CASTILLO (DEM),126,29.58%,110,16,,,,,
ROB BISHOP (REP),167,39.20%,152,15,,,,,
ERIC ELIASON (UUP),118,27.70%,111,7,,,,,
ADAM DAVIS (GRN),15,3.52%,11,4,,,,,
Total Votes Cast,426,100.00%,384,42,,,,,
Contest Totals,433,,388,45,,,,,
STATE REPRESENTATIVE DISTRICT #4,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JOSH BRUNDAGE (DEM),169,40.72%,148,21,,,,,
DAN N. JOHNSON (REP),246,59.28%,226,20,,,,,
Total Votes Cast,415,100.00%,374,41,,,,,
Contest Totals,433,,388,45,,,,,
STATE BOARD OF EDUCATION DISTRICT #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JENNIE L. EARL,186,55.52%,159,27,,,,,
TERRYL WARNER,149,44.48%,143,6,,,,,
Total Votes Cast,335,100.00%,302,33,,,,,
Contest Totals,433,,388,45,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
LOG14,,,,,,,,,
CACHE COUNTY EXECUTIVE/SURVEYOR,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
CRAIG W. BUTTARS (REP),284,100.00%,254,30,,,,,
Total Votes Cast,284,100.00%,254,30,,,,,
Contest Totals,433,,388,45,,,,,
CACHE COUNTY ATTORNEY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JAMES M. SWINK (REP),287,100.00%,258,29,,,,,
Total Votes Cast,287,100.00%,258,29,,,,,
Contest Totals,433,,388,45,,,,,
CACHE COUNTY CLERK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
JILL N. ZOLLINGER (REP),305,100.00%,275,30,,,,,
Total Votes Cast,305,100.00%,275,30,,,,,
Contest Totals,433,,388,45,,,,,
CACHE COUNTY SHERIFF,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
D. CHAD JENSEN (REP),291,100.00%,260,31,,,,,
Total Votes Cast,291,100.00%,260,31,,,,,
Contest Totals,433,,388,45,,,,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
LOG14,,,,,,,,,
CACHE WATER BOARD AT-LARGE,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,Mail,Provisional,,,,,
KIRT LINDLEY,119,36.73%,104,15,,,,,
BRETT ROPER,205,63.27%,189,16,,,,,
Total Votes Cast,324,100.00%,293,31,,,,,
Contest Totals,433,,388,45,,,,,
JUSTICE OF UTAH SUPREME COURT CONSTANDINOS (DENO) HIMONAS,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,283,,83.48%,257,,,26,,
NO,56,,16.52%,49,,,7,,
Total Votes Cast,339,,100.00%,306,,,33,,
Contest Totals,433,,,388,,,45,,
JUDGE OF THE COURT OF APPEALS MARY KATE A. TOOMEY,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,286,,85.12%,259,,,27,,
NO,50,,14.88%,45,,,5,,
Total Votes Cast,336,,100.00%,304,,,32,,
Contest Totals,433,,,388,,,45,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
LOG14,,,,,,,,,
JUDGE OF THE JUVENILE COURT OF THE FIRST DISTRICT ANGELA F. FONNESBECK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,311,,87.36%,283,,,28,,
NO,45,,12.64%,40,,,5,,
Total Votes Cast,356,,100.00%,323,,,33,,
Contest Totals,433,,,388,,,45,,
JUDGE OF THE FIRST DISTRICT KEVIN K. ALLEN,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,292,,81.79%,267,,,25,,
NO,65,,18.21%,56,,,9,,
Total Votes Cast,357,,100.00%,323,,,34,,
Contest Totals,433,,,388,,,45,,
JUDGE OF THE FIRST DISTRICT BRANDON J. MAYNARD,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,276,,81.90%,251,,,25,,
NO,61,,18.10%,54,,,7,,
Total Votes Cast,337,,100.00%,305,,,32,,
Contest Totals,433,,,388,,,45,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
LOG14,,,,,,,,,
JUDGE RICHMOND COURT MATTHEW C. FUNK,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
YES,270,,80.84%,245,,,25,,
NO,64,,19.16%,57,,,7,,
Total Votes Cast,334,,100.00%,302,,,32,,
Contest Totals,433,,,388,,,45,,
CONSTITUTIONAL AMENDMENT A,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,331,,81.93%,298,,,33,,
AGAINST,73,,18.07%,63,,,10,,
Total Votes Cast,404,,100.00%,361,,,43,,
Contest Totals,433,,,388,,,45,,
CONSTITUTIONAL AMENDMENT B,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,107,,26.82%,95,,,12,,
AGAINST,292,,73.18%,262,,,30,,
Total Votes Cast,399,,100.00%,357,,,42,,
Contest Totals,433,,,388,,,45,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
LOG14,,,,,,,,,
CONSTITUTIONAL AMENDMENT C,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,256,,63.05%,226,,,30,,
AGAINST,150,,36.95%,137,,,13,,
Total Votes Cast,406,,100.00%,363,,,43,,
Contest Totals,433,,,388,,,45,,
NONBINDING OPINION QUESTION #1,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,224,,52.71%,203,,,21,,
AGAINST,201,,47.29%,179,,,22,,
Total Votes Cast,425,,100.00%,382,,,43,,
Contest Totals,433,,,388,,,45,,
PROPOSITION #2,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,249,,58.04%,214,,,35,,
AGAINST,180,,41.96%,170,,,10,,
Total Votes Cast,429,,100.00%,384,,,45,,
Contest Totals,433,,,388,,,45,,
Summary Results Report,,,,,,OFFICIAL RESULTS,,,
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,CACHE COUNTY,,,
LOG14,,,,,,,,,
PROPOSITION #3,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,289,,67.84%,258,,,31,,
AGAINST,137,,32.16%,123,,,14,,
Total Votes Cast,426,,100.00%,381,,,45,,
Contest Totals,433,,,388,,,45,,
PROPOSITION #4,,,,,,,,,
Vote For 1,,,,,,,,,
,TOTAL,VOTE %,,,Mail,,,Provisional,
FOR,245,,59.90%,220,,,25,,
AGAINST,164,,40.10%,147,,,17,,
Total Votes Cast,409,,100.00%,367,,,42,,
Contest Totals,433,,,388,,,45,,
Summary Results Report,,,,,,,,,OFFICIAL RESULTS
GENERAL ELECTION,,,,,,,,,
6-Nov-18,,,,,,,,,CACHE COUNTY
LOG15,,,,,,,,,
STATISTICS,,,,,,,,,
,TOTAL,Mail,Provisional,,,,,,
Registered Voters,492,,,,,,,,
Ballots Cast,317,244,73,,,,,,
Voter Turnout,64.43%,,,,,,,,
